,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
216,958,,Ponte ciclopedonal sobre a Rua Marquês da Fronteira - Palácio da Justiça - Jardim Amália Rodrigues,Local,,Percurso Ciclopedonal,Executado,9196,,31ca114c-5530-40b2-97ee-6e5338f6d748,81.692094961439,"LINESTRING (-9.15615531149724 38.7318195583669, -9.156061688180021 38.7318397115362, -9.156033992221509 38.7317270859474, -9.15603107898502 38.7317152388735, -9.15602776869321 38.7317017751405, -9.155999995479551 38.7316746108093, -9.155819959621899 38.7315755678493, -9.155772563609171 38.7315497202042, -9.155693809206539 38.7315067711169, -9.15569102353084 38.7315052798919, -9.155662540648139 38.7314900368802)"
217,960,100199,Estrada Bela Vista,Local,,Trilho,Executado,9196,,48725afc-da4d-4ac4-9613-2fc5d25d2fd4,3264.55114403521,"LINESTRING (-9.19372219551906 38.7266425822581, -9.193451624752131 38.7264630664116, -9.19336068560097 38.7264174904204, -9.19326932513993 38.7263967589518, -9.193083581386951 38.7263631486186, -9.19287822202142 38.7263571699736, -9.192647977525899 38.7263612213799, -9.19254527583441 38.7263760786367, -9.1923731999485 38.7264009736455, -9.192100693312099 38.7264250164564, -9.19180042334353 38.726433622445, -9.19159776790703 38.7264413433054, -9.191412460735281 38.726437140528, -9.191181635928061 38.726401975809, -9.190990858914549 38.7263664473502, -9.1908679235696 38.7263479514642, -9.190762855715651 38.726352824926, -9.19047107841981 38.7264280236469, -9.19034124221683 38.7264507706451, -9.19025113400731 38.7264515877933, -9.190173367751481 38.7264405254563, -9.19009036521587 38.726413823764, -9.18999944762427 38.7263597405598, -9.18988067956392 38.7262843392315, -9.1897822242088 38.726228363027, -9.18969174140179 38.7262036894158, -9.189584054958811 38.7262007424861, -9.189369117755721 38.7262242576504, -9.18899870463483 38.726229569831, -9.18839437201059 38.7263291612313, -9.1883020790983 38.7263515669646, -9.18824019775165 38.7263991893738, -9.18818594040679 38.7264545851712, -9.188132579580611 38.7265707644803, -9.18810675032123 38.7266866941117, -9.18811619520814 38.7271340917783, -9.18812164977855 38.7272253528438, -9.18809021054024 38.7272633645292, -9.18803819628863 38.7273010916677, -9.18797332085715 38.7273154056054, -9.18791307534261 38.7273041836186, -9.187869657069999 38.7272457483862, -9.18783055250735 38.7271402098187, -9.18776892089236 38.7270348743296, -9.18769439935131 38.7269041638065, -9.187587685783781 38.7267972763765, -9.18740161863728 38.7265714870174, -9.18730991681644 38.7264821032953, -9.187220963840391 38.7263731008782, -9.18716922896486 38.7262598331345, -9.187108234255369 38.726197632967, -9.18701265979734 38.7261671208475, -9.18684216943792 38.7261490510061, -9.18663683881846 38.7261450213131, -9.18644649748787 38.7261388954785, -9.18617652230396 38.7261648628184, -9.18574520789838 38.7262844499603, -9.18555800258642 38.7263214347523, -9.18544836051105 38.7263557599356, -9.185360899636679 38.7263663527404, -9.185260578480699 38.7263535306459, -9.185145240188101 38.7263408445071, -9.185035137276991 38.7263437963367, -9.18495256862764 38.7263465021804, -9.18400822277005 38.7261353808849, -9.183852491730731 38.7260995250122, -9.183686605237099 38.7260539557973, -9.183632778185251 38.7259681575132, -9.18357990424596 38.7255625243468, -9.183487638283109 38.7254596162848, -9.18340950012478 38.7254230620531, -9.183215336462609 38.7253267611612, -9.18303903669822 38.7252538298517, -9.182803042086579 38.72520692923, -9.18216562271378 38.7252695276276, -9.18195272917796 38.7252616356393, -9.181759830343729 38.7252516033308, -9.181626828477739 38.7252292659335, -9.181496043653819 38.7251873005097, -9.18136776243461 38.7251453112331, -9.181152077833209 38.7251178346438, -9.18092134824745 38.725088530989, -9.18080336531467 38.7250660582811, -9.180665303238619 38.7250398438508, -9.180472317267849 38.7250239266654, -9.180251800628531 38.7250082575694, -9.18006920097903 38.7250177390619, -9.1799594726654 38.7250461765236, -9.1798439933373 38.7250236806751, -9.17975360126016 38.7250048823849, -9.17962321888151 38.7249903633427, -9.179483541634619 38.7250021666787, -9.17940012317902 38.7250092156004, -9.17932036266323 38.7249930783484, -9.179081925532349 38.7249501134053, -9.17899426433365 38.7249469764994, -9.17887167753501 38.7249519972307, -9.178701564468 38.7249594042803, -9.17847135141351 38.724965387948, -9.17819125041971 38.7249835842377, -9.178054074082571 38.725018148345, -9.17795916258121 38.7250327248494, -9.177844227632169 38.7250474800617, -9.177711514125381 38.7250447454349, -9.17755106603247 38.7250656048462, -9.17748936075562 38.7251165654473, -9.177394816665229 38.7251531625864, -9.17721683435628 38.7252053993282, -9.177069230375331 38.7252543863066, -9.176756785539711 38.7254746573447, -9.176578511278329 38.7256274792949, -9.176521858126611 38.7256907367963, -9.17648787306279 38.7257635954755, -9.17648851176496 38.7258554077336, -9.17653256604482 38.7259102685273, -9.17657824807195 38.7259530016231, -9.17665220547098 38.7260464661647, -9.176706863464441 38.726224422342, -9.17671169460403 38.7263677095163, -9.17676306925514 38.7264279276354, -9.17685135568127 38.7264837424967, -9.177100263575131 38.7266006807374, -9.177229471855711 38.7266648869763, -9.177327374746939 38.7266836196543, -9.17744524449199 38.7266982532854, -9.17753071919128 38.7267229806882, -9.177608911248569 38.7267634615951, -9.177723348530909 38.7268859778172, -9.17795996118349 38.7271351934461, -9.178011917044589 38.7273075180479, -9.178057136439341 38.7275394861594, -9.178092446518219 38.7276136492479, -9.17815770103878 38.7276547729858, -9.17827265036086 38.727713326319, -9.17843397251451 38.7278221094436, -9.178503900071171 38.7279227750509, -9.178632545108069 38.7283982850465, -9.178716881641909 38.7287043814388, -9.178783789062591 38.7288586968715, -9.17885743384787 38.7289533699764, -9.179007262955819 38.7290562968332, -9.179214136880891 38.7291587133689, -9.179366986124821 38.7292079884632, -9.17958833101083 38.7292596293758, -9.18029773598057 38.729396264225, -9.180538139523639 38.7294507116406, -9.180645052517191 38.7294795432806, -9.18071848260513 38.729559320428, -9.18079445582365 38.7297564138897, -9.18081581057459 38.7298434522097, -9.180816292071601 38.7298763370005, -9.18080028678818 38.7299137614241, -9.180768178304991 38.7299568488218, -9.180333838373519 38.7303045793231, -9.18027925943181 38.7303544822221, -9.18022534165015 38.7304276984456, -9.180234463143551 38.730551243426, -9.18024169278495 38.7306003640906)"
218,963,5968,Passeio dos Heróis do Mar,Local,,Percurso Ciclopedonal,Executado,9196,,bfa27aca-917a-487d-80a5-3e5c92d2c165,24.6972781322273,"LINESTRING (-9.092033190122679 38.7791339748539, -9.09200304266175 38.778962624785)"
219,964,100031,Jardim Campo Grande - Avenida Professor Aníbal Bettencourt,Local,,Pista Ciclável Bidirecional,Executado,9196,,00e1d10d-7635-4282-9eac-fe07a71dd07b,85.7682174685595,"LINESTRING (-9.150120873186291 38.7507863644272, -9.15015612577298 38.7507717966809, -9.15023286974602 38.750740031922, -9.15027221146387 38.7507232314335, -9.150295116706991 38.7507137932858, -9.15041420816083 38.7506749253661, -9.15041772025808 38.7506734878484, -9.150420864688551 38.7506716023837, -9.15042354849454 38.7506693247115, -9.15042569233561 38.7506667221658, -9.15042723283414 38.7506638716846, -9.15043453523908 38.7506463026467, -9.150435322284141 38.7506438235721, -9.150435653671719 38.7506412827519, -9.15043552279235 38.750638730862, -9.150434932256401 38.7506362187994, -9.15043389384199 38.7506337966668, -9.150417186076011 38.7506024059541, -9.150374346318429 38.7505219181058, -9.15033813972088 38.7504538920438, -9.15031959040858 38.7504212577261, -9.150332108432069 38.7504168069538, -9.15035605572092 38.750409120211, -9.15040120504711 38.7503947786745)"
220,971,462,Avenida Infante Dom Henrique,Complementar,,Pista Ciclável Bidirecional,Executado,9196,,9108d718-f3db-4994-b597-10e795301bed,208.219996052155,"LINESTRING (-9.09948740406209 38.7437544884537, -9.099607535765029 38.7437909709482, -9.0997035521942 38.7438165142884, -9.09978951917026 38.7438369709541, -9.10020870542116 38.74395122886, -9.100489293301861 38.7440316848802, -9.10086102604788 38.7441410197805, -9.10119213697676 38.7442410248096, -9.101214344228911 38.7442477334244, -9.10122299141184 38.7442503440038, -9.10124330950692 38.7442564815975)"
221,981,67041,Rua Latino Coelho,Local,,30+Bici,Executado,9196,,4ce5fc89-1957-48c7-ab85-5504f56e5b20,89.5366576702653,"LINESTRING (-9.150314178059 38.7331152731594, -9.1510411343128 38.7333837655836)"
222,985,67376,Rua Dr. Júlio Dantas,Local,,30+Bici,Executado,9196,,dfcea3ca-c72b-42e1-8f22-76bcd79c609e,47.5725097015666,"LINESTRING (-9.158035634507231 38.7352305171078, -9.15798205449212 38.7354193249641, -9.157942650790501 38.7355558828646)"
223,986,67040,Rua Pinheiro Chagas,Local,,30+Bici,Executado,9196,,a4f8d668-92de-447b-be34-6481f5d78aeb,14.3762631586838,"LINESTRING (-9.149608108533879 38.7340020219769, -9.14972363726933 38.7340470451519)"
224,987,102132,Rua Roald Amundsen,Principal,Marginal,30+Bici,Executado,9196,,00aa98ad-af55-4109-819d-7da5bab4fa28,155.955024348272,"LINESTRING (-9.09860433588331 38.7959133482792, -9.09897830273945 38.7959955422523, -9.099202740524969 38.7960490462084, -9.099218762876401 38.7961027818672, -9.09916984332096 38.7961615444113, -9.099157512147039 38.7962394547142, -9.099211590727171 38.7962794075158, -9.099644646067761 38.7963476433345)"
225,988,102132,Rua Roald Amundsen,Principal,Marginal,30+Bici,Executado,9196,,e1eef82f-5788-4e6b-a56a-392f3740ce21,36.1492795063643,"LINESTRING (-9.09860433588331 38.7959133482792, -9.0984654689168 38.7958247178961, -9.098433888642971 38.7957516597614, -9.098415785793369 38.7957184202422)"
226,1002,,Ponte ciclopedonal sobre a Rua Marquês da Fronteira - Palácio da Justiça - Jardim Amália Rodrigues,Local,,Percurso Ciclopedonal,Executado,9196,,815bdfa2-04e2-4d24-96b3-1b3b39ff3ff2,42.6299667561995,"LINESTRING (-9.155662540648139 38.7314900368802, -9.155567217718399 38.7314380661182, -9.15544017797091 38.7313691066759, -9.155406370773511 38.731350755041, -9.155348338707849 38.7313192549407)"
227,1012,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,34fa34aa-5646-47f3-8ec6-60db7bcd61f4,144.960349307878,"LINESTRING (-9.149761335070229 38.7376340623086, -9.151037128724941 38.7374305412889)"
228,1013,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,ba5f104e-9ac6-4dc2-bb21-c638feb28e2c,150.052342364837,"LINESTRING (-9.14978116178686 38.7377263098633, -9.151107440760519 38.7375385619649)"
229,1021,67007,Avenida Sacadura Cabral,Local,,30+Bici,Executado,9196,,b03a8dd6-a8ec-498c-9447-bc8f554a0979,172.016716190014,"LINESTRING (-9.14300004201511 38.7439100108088, -9.14440659983245 38.7434109621499)"
230,1030,101064,Avenida Cidade de Praga,Principal,Circular Exterior,Pista Ciclável Unidirecional,Executado,9196,,91a3ca51-d469-4477-b8e2-cc91b55afddb,1312.04575223211,"LINESTRING (-9.19166036880423 38.760370282623, -9.191493648674021 38.7605913202623, -9.191321574584711 38.7608098235952, -9.191274355540109 38.7608701100415, -9.1912722858217 38.7608727515344, -9.191238660083981 38.7609156829606, -9.19119064333543 38.7609786556368, -9.19117214221577 38.7610044364815, -9.191155552445469 38.7610309964656, -9.19110755880113 38.7611078619177, -9.19106314664641 38.7611860252891, -9.191022373611361 38.7612653851495, -9.190986253966519 38.761346115009, -9.190953489447571 38.7614277104704, -9.19092411408894 38.7615100867725, -9.19088632321866 38.7616349479731, -9.190853058248299 38.7617605895225, -9.190786902717489 38.7620120139046, -9.19072074628841 38.7622634388018, -9.190654588960969 38.7625148635135, -9.19063888820644 38.7625764534739, -9.19062331812191 38.7626082195859, -9.190601803954889 38.7626378010226, -9.19058859054895 38.7626565910154, -9.19057836223244 38.76267648094, -9.190571266625129 38.7626971837352, -9.190555685346499 38.7627571540818, -9.19048997268516 38.7630086506017, -9.19045833132593 38.7631261776593, -9.190442432043699 38.7631832827936, -9.1904358262414 38.7632018878811, -9.190427284651379 38.7632200075223, -9.19042553807448 38.7632236626966, -9.19042433278735 38.7632274484277, -9.190415314600219 38.763264057559, -9.19040935787157 38.7632860881708, -9.190390489657339 38.7633557858875, -9.190386455816929 38.763365345434, -9.190381333129659 38.7633745824893, -9.19037204039817 38.7633872677456, -9.19036069561221 38.7633988939079, -9.19034749449122 38.763409260403, -9.190304254085 38.763437758928, -9.190270266326261 38.7634566717829, -9.190265173425701 38.7634597267203, -9.19026071073657 38.7634633314375, -9.19025697492277 38.7634674078543, -9.19025404690376 38.7634718676739, -9.190251990101769 38.7634766142942, -9.190237369122221 38.7635180185749, -9.190194391024081 38.7636249883362, -9.190183603155839 38.7636516656097, -9.19016236338927 38.7637046460879, -9.19015957278385 38.7637121579348, -9.19015804339106 38.7637198871265, -9.19016082396972 38.7637466687276, -9.190158373971091 38.7637734699385, -9.19014906439757 38.7637971697802, -9.190137607616659 38.7638202906, -9.19009811677846 38.7638918614874, -9.19001630720553 38.7640189005289, -9.18998517968263 38.764062622965, -9.18992939761254 38.7641361877041, -9.189870678164629 38.764208349161, -9.189809079344201 38.7642790360564, -9.189793574369361 38.7642944489906, -9.189775456882129 38.7643080193394, -9.189755083108899 38.7643194802837, -9.189732853639169 38.7643286064791, -9.18970920554923 38.7643352184872, -9.189682399344999 38.7643392329049, -9.189655151770779 38.7643405020158, -9.1896279232874 38.7643390043732, -9.18961808802951 38.7643378420856, -9.189608140460241 38.7643378325872, -9.189598301581039 38.7643389760891, -9.18958878997868 38.7643412471865, -9.189531293308921 38.7644110202206, -9.18953116983818 38.7644154071155, -9.189531863845231 38.7644197615713, -9.18953336064752 38.7644239914644, -9.189535628578479 38.7644280073066, -9.18955126555262 38.7644570587724, -9.189558284891181 38.7644819886711, -9.18956171767676 38.7645073715501, -9.18956152161822 38.7645328946979, -9.18955695573324 38.764555246857, -9.18954890423381 38.764576992673, -9.18953748898943 38.7645978029968, -9.189517041536931 38.7646255515777, -9.189503500741941 38.7646393014553, -9.18948836910968 38.7646520029361, -9.1894469226391 38.7646819312591, -9.18935292202946 38.7647481786588, -9.1892700610777 38.7648026766513, -9.189184350471461 38.7648544258268, -9.189050459622409 38.7649284426922, -9.188913755449979 38.7649992640101, -9.188859148660489 38.7650263883477, -9.18881357269216 38.7650535030026, -9.1887725798132 38.7650847506413, -9.18873578396059 38.7651159681906, -9.188694363501421 38.7651434385888, -9.18866059852482 38.7651606181196, -9.18838385902683 38.7652982615446, -9.18810802592894 38.7654370401022, -9.187834404483301 38.7655784856244, -9.187560767766289 38.7657199119547, -9.187286266869959 38.7658603097786, -9.18701176327871 38.7660007066258, -9.186736131403441 38.7661397366701, -9.186537040481991 38.7662428774926, -9.186498341997879 38.7662603135996, -9.186458671456601 38.7662763667963, -9.186364624821969 38.766319979283, -9.186267718325331 38.7663596031424, -9.18616822995555 38.7663951247151, -9.186067330612421 38.7664279600924, -9.185964883957549 38.7664577406086, -9.185861042060999 38.766484422062, -9.185731450199791 38.7665137920821, -9.1856557788152 38.76652873134, -9.18562871167739 38.7665336062624, -9.1856131501617 38.7665364093427, -9.18559637531277 38.7665364313498, -9.185579796215871 38.7665344389206, -9.185563808398101 38.7665304795881, -9.185559767944721 38.766529174452, -9.185555986085649 38.7665274618163, -9.18555253004971 38.766525372126, -9.185523727366769 38.7665043245035, -9.185518514818719 38.7665005714145, -9.185512582652439 38.7664975366085, -9.185506091899031 38.7664953024668, -9.18549921875271 38.7664939296362, -9.185492149787899 38.7664934553826, -9.185446790255931 38.7664937831793, -9.185380016684251 38.7664944646882, -9.18537680393662 38.7664947060166, -9.18537366645206 38.7664952966064, -9.18537066636727 38.7664962247613, -9.185367863097801 38.7664974720994, -9.185365312161361 38.7664990139176, -9.18536177620032 38.7665013777371, -9.18535863204167 38.7665040570639, -9.18535592566495 38.766507012716, -9.185333194695 38.766533038222, -9.185309586068151 38.7665525134253, -9.18528256078225 38.7665690697191, -9.18525270654386 38.7665823470636, -9.185211466464279 38.7665927812391, -9.18516866914903 38.7665981954513, -9.18512934899071 38.7666024890211, -9.185083821473819 38.7666074612968, -9.18500507771666 38.7666122179542, -9.184926105157681 38.7666113885468, -9.18478885024742 38.7666002032484, -9.184651939332969 38.7665866959674, -9.18460197234192 38.766579223193)"
